row_kind,sessions,sigma_l_arm,power_scale_arm,form,m2,depletion_cycles,propagation,peak,w0_um,w0_err_parabola_um,bound_kind,w0_bound95_um,w0_lo_um,w0_hi_um,w0_lo_overdispersed_um,w0_hi_overdispersed_um,w0_shift_um,chi2,dchi2,chi2_red,n_eff,n_traces,start_spread_chi2,chi2_red_by_session,session_verdicts,nfev,beta_rel,beta_rel_err_hessian,sigma_l_shared,sigma_l_shared_err_hessian,sigma_l_P,sigma_l_P_err_hessian,sigma_l_T,sigma_l_T_err_hessian,sigma_l_E,sigma_l_E_err_hessian,sigma_l_M,sigma_l_M_err_hessian,sigma_l_Q,sigma_l_Q_err_hessian,omega_scale,omega_scale_err_hessian,gamma_l,gamma_l_err_hessian,lograte_E_4121,lograte_E_4121_err_hessian,lograte_E_4154,lograte_E_4154_err_hessian,lograte_E_4192,lograte_E_4192_err_hessian,lograte_E_4207,lograte_E_4207_err_hessian,power_scale_P,power_scale_P_err_hessian,power_scale_T,power_scale_T_err_hessian,power_scale_E,power_scale_E_err_hessian,power_scale_M,power_scale_M_err_hessian,power_scale_Q,power_scale_Q_err_hessian,beta_khz_per_1e12,beta_err_khz_hessian,beta_pull_vs_theory_hessian,beta_fixed_rel,dchi2_beta_0,dchi2_beta_theory,dchi2_beta_5x,dchi2_beta_20x,beta_profile_1sigma_hi_khz,beta_profile_ub95_khz,omega_scale_pull,s0_225_mhz,omega_225_mhz,transit_130_mhz,transit_130_depleted_mhz,z_ratio,licensed,w0_licence_edge_um,power_ratio_pred,power_ratio_pred_fitted_omega,power_ratio_meas,power_ratio_bar,power_arm_pull,power_arm_refused,power_arm_pooled_pull,power_arm_pooled_refused,power_lo_w,power_hi_w,width_slope_per_w,width_slope_err_lsq_per_w,width_slope_sign,noise_a_v,noise_b_v,noise_tau_int,at_bound,seconds,note,status
arm,PT,session,False,gaussian,1.5,0,,,42,,,,,,,,,76000,-0.42,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",24,2.096,0.034,,,0.465,0.032,0.914,0.053,,,,,,,0.071,0.042,0,,,,,,,,,,,,,,,,,,,,7.33,0.12,9.8,,,,,,,,-4.6,0.84,0.074,1.5,1.5,0.91,False,49,1.0694,1.0064,0.9956,0.0188,3.9,True,3.9,True,,,,,,,,,,26,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.907 (M2 1.5), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.4590 to 1.4590 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.94, pooled over 1 sessions refused at pull +3.94. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,gaussian,1.5,0,,,90,,,,,,,,,78000,-0.013,0.92,86000,159,0,P:0.918 T:0.889,"P:WING-LAW(core +7, wing -19) T:WING-LAW(core -3, wing -12)",36,3.824,0.034,,,2.3805,0.0068,2.608,0.020,,,,,,,2.456,0.045,0,,,,,,,,,,,,,,,,,,,,13.37,0.12,25,,,,,,,,7.3,0.18,0.56,0.68,0.68,0.20,True,49,1.0031,1.0169,0.9956,0.0188,0.40,False,0.40,False,,,,,,,,,,17,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.198 (M2 1.5), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 0.6809 to 0.6809 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, passes at pull +0.40, pooled over 1 sessions passes at pull +0.40. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,gaussian,1.5,3,,,40,,,,,,,,,78000,1500,0.92,86000,159,0,P:0.928 T:0.889,"P:WING-LAW(core +6, wing -17) T:WING-LAW(core -3, wing -12)",72,0.183,0.035,,,0.2000,0.0041,0.2001,0.0083,,,,,,,0.011,0.016,0,,,,,,,,,,,,,,,,,,,,0.64,0.12,-7.3,,,,,,,,-4.9,0.92,0.013,1.5,1.6,1.0,False,49,1.1200,1.0417,0.9956,0.0188,6.6,True,6.6,True,,,,,,,,,sigma_l_P sigma_l_T,240,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 1.001 (M2 1.5), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.6412 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P sigma_l_T. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +6.63, pooled over 1 sessions refused at pull +6.63. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,gaussian,1.5,3,,,42,,,,,,,,,77000,730,0.91,86000,159,0,P:0.916 T:0.885,"P:WING-LAW(core +3, wing -18) T:WING-LAW(core -5, wing -12)",132,1.285,0.034,,,0.203,0.010,0.28,0.14,,,,,,,0.018,0.024,0,,,,,,,,,,,,,,,,,,,,4.49,0.12,2.5,,,,,,,,-4.9,0.84,0.019,1.5,1.5,0.91,False,49,1.0985,1.0336,0.9956,0.0188,5.5,True,5.5,True,,,,,,,,,sigma_l_P,180,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.907 (M2 1.5), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 1.4590 to 1.5464 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +5.49, pooled over 1 sessions refused at pull +5.49. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.002 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,gaussian,1.5,3,,,90,,,,,,,,,78000,5.4,0.92,86000,159,0,P:0.918 T:0.889,"P:WING-LAW(core +7, wing -19) T:WING-LAW(core -3, wing -12)",18,3.827,0.034,,,2.3783,0.0068,2.606,0.020,,,,,,,2.444,0.045,0,,,,,,,,,,,,,,,,,,,,13.39,0.12,25,,,,,,,,7.2,0.18,0.56,0.68,0.68,0.20,True,49,1.0036,1.0172,0.9956,0.0188,0.43,False,0.43,False,,,,,,,,,,20,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.198 (M2 1.5), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 0.6809 to 0.6830 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, passes at pull +0.43, pooled over 1 sessions passes at pull +0.43. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,gaussian,2,0,,,40,,,,,,,,,76000,7.7,0.90,86000,159,0,P:0.905 T:0.885,"P:WING-LAW(core +0, wing -18) T:WING-LAW(core -5, wing -12)",24,1.391,0.034,,,0.2000,0.0072,0.41,0.15,,,,,,,0.026,0.031,0,,,,,,,,,,,,,,,,,,,,4.86,0.12,3.5,,,,,,,,-4.9,0.92,0.029,1.5,1.5,1.3,False,57,1.0846,1.0081,0.9956,0.0188,4.7,True,4.7,True,,,,,,,,,sigma_l_P,120,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 1.334 (M2 2), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.5320 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +4.74, pooled over 1 sessions refused at pull +4.74. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,gaussian,2,0,,,42,,,,,,,,,76000,2.3,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",24,2.093,0.034,,,0.468,0.030,0.912,0.053,,,,,,,0.071,0.041,0,,,,,,,,,,,,,,,,,,,,7.32,0.12,9.8,,,,,,,,-4.6,0.84,0.074,1.5,1.5,1.2,False,57,1.0697,1.0067,0.9956,0.0188,3.9,True,3.9,True,,,,,,,,,,25,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 1.210 (M2 2), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.4590 to 1.4590 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.95, pooled over 1 sessions refused at pull +3.95. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,gaussian,2,0,,,90,,,,,,,,,78000,-0.038,0.92,86000,159,0,P:0.918 T:0.889,"P:WING-LAW(core +7, wing -19) T:WING-LAW(core -3, wing -12)",36,3.824,0.034,,,2.3805,0.0068,2.608,0.020,,,,,,,2.456,0.045,0,,,,,,,,,,,,,,,,,,,,13.37,0.12,25,,,,,,,,7.3,0.18,0.56,0.68,0.68,0.26,True,57,1.0031,1.0169,0.9956,0.0188,0.40,False,0.40,False,,,,,,,,,,18,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.264 (M2 2), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 0.6809 to 0.6809 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, passes at pull +0.40, pooled over 1 sessions passes at pull +0.40. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,gaussian,2,3,,,40,,,,,,,,,78000,1500,0.92,86000,159,0,P:0.928 T:0.889,"P:WING-LAW(core +6, wing -17) T:WING-LAW(core -3, wing -12)",72,0.177,0.035,,,0.2000,0.0040,0.2001,0.0082,,,,,,,0.011,0.016,0,,,,,,,,,,,,,,,,,,,,0.62,0.12,-7.4,,,,,,,,-4.9,0.92,0.013,1.5,1.6,1.3,False,57,1.1205,1.0422,0.9956,0.0188,6.7,True,6.7,True,,,,,,,,,sigma_l_P sigma_l_T,240,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 1.334 (M2 2), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.6412 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P sigma_l_T. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +6.66, pooled over 1 sessions refused at pull +6.66. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,gaussian,2,3,,,42,,,,,,,,,77000,740,0.91,86000,159,0,P:0.916 T:0.885,"P:WING-LAW(core +3, wing -18) T:WING-LAW(core -5, wing -12)",108,1.279,0.034,,,0.203,0.011,0.28,0.17,,,,,,,0.017,0.024,0,,,,,,,,,,,,,,,,,,,,4.47,0.12,2.5,,,,,,,,-4.9,0.84,0.018,1.5,1.5,1.2,False,57,1.0988,1.0338,0.9956,0.0188,5.5,True,5.5,True,,,,,,,,,sigma_l_P sigma_l_T,150,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 1.210 (M2 2), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 1.4590 to 1.5464 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P sigma_l_T. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +5.50, pooled over 1 sessions refused at pull +5.50. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.003 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,gaussian,2,3,,,90,,,,,,,,,78000,5.4,0.92,86000,159,0,P:0.918 T:0.889,"P:WING-LAW(core +7, wing -19) T:WING-LAW(core -3, wing -12)",18,3.827,0.034,,,2.3783,0.0068,2.606,0.020,,,,,,,2.444,0.045,0,,,,,,,,,,,,,,,,,,,,13.39,0.12,25,,,,,,,,7.2,0.18,0.56,0.68,0.68,0.26,True,57,1.0036,1.0172,0.9956,0.0188,0.43,False,0.43,False,,,,,,,,,,20,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.264 (M2 2), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 0.6809 to 0.6830 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, passes at pull +0.43, pooled over 1 sessions passes at pull +0.43. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,lorentzian,1,3,,,40,,,,,,,,,81000,4100,0.95,86000,159,0,P:0.969 T:0.900,"P:WING-LAW(core +23, wing -16) T:WING-LAW(core +1, wing -13)",72,0.0000,0.0014,,,0.20000,0.00044,0.2000,0.0014,,,,,,,0.0000,0.0076,0,,,,,,,,,,,,,,,,,,,,0.0000,0.0049,-9.4,,,,,,,,-5.0,0.92,0.000026,1.5,1.6,0.67,False,40,1.1154,1.0393,0.9956,0.0188,6.4,True,6.4,True,,,,,,,,,beta_rel sigma_l_P sigma_l_T omega_scale,4.2,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.667 (M2 1), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.6412 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: beta_rel sigma_l_P sigma_l_T omega_scale. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +6.39, pooled over 1 sessions refused at pull +6.39. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.002 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,lorentzian,1,3,,,46,,,,,,,,,76000,390,0.90,86000,159,0,P:0.905 T:0.875,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -5, wing -13)",60,0.816,0.034,,,0.2651,0.0037,0.298,0.012,,,,,,,0.019,0.027,0,,,,,,,,,,,,,,,,,,,,2.85,0.12,-1.6,,,,,,,,-4.9,0.70,0.017,1.3,1.4,0.50,True,40,1.0677,1.0220,0.9956,0.0188,3.8,True,3.8,True,,,,,,,,,,6.3,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.504 (M2 1), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 1.3321 to 1.3894 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.84, pooled over 1 sessions refused at pull +3.84. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,lorentzian,1,3,,,90,,,,,,,,,81000,-28,0.96,86000,159,0,P:0.995 T:0.873,"P:WING-LAW(core +17, wing -9) T:WING-LAW(core -3, wing -14)",24,0.886,0.033,,,1.0392,0.0036,1.039,0.012,,,,,,,0.31,0.11,0,,,,,,,,,,,,,,,,,,,,3.10,0.12,-1.0,,,,,,,,-3.5,0.18,0.070,0.68,0.68,0.13,True,40,1.0045,1.0014,0.9956,0.0188,0.48,False,0.48,False,,,,,,,,,,13,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.132 (M2 1), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 0.6809 to 0.6830 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, passes at pull +0.48, pooled over 1 sessions passes at pull +0.48. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
